,Price,equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,ALI_F,SMA_5,PPO_12_26,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10
2022-09-01,58.0,3184.97998046875,6.888899803161621,86.61000061035156,9.26200008392334,2.3852999210357666,781.0,2277.25,58.2,0.03489583882482181,47.668185367599,0.0,0.12571428571428506,-0.1949560430175924
2022-09-02,58.0,3186.47998046875,6.9054999351501465,86.87000274658203,8.78600025177002,2.463599920272827,780.0,2276.5,58.1,0.006088076438746385,47.668185367599,0.0,0.12571428571428506,-0.19555620470346155
2022-09-05,58.5,3199.912109375,6.89900016784668,86.87749862670898,8.305250406265259,2.4278249740600586,776.25,2255.125,58.1,0.052001815205366515,54.35010757510316,0.8620689655172376,0.16142857142857078,0.14015792957990664
2022-09-06,58.98,3243.449951171875,6.93310022354126,86.87999725341797,8.145000457763672,2.4158999919891357,775.0,2248.0,58.29600000000001,0.15303837938925569,59.67343054286966,0.3061224489795844,0.19571428571428484,0.5829357181885658
2022-09-07,58.99,3246.2900390625,6.953100204467773,81.94000244140625,7.8420000076293945,2.3076999187469482,800.0,2221.0,58.49400000000001,0.2316447749252402,59.77866137961625,0.9756932557343445,0.19642857142857093,1.0292597482386026
2022-09-08,58.5,3235.590087890625,6.9653000831604,83.54000091552734,7.914999961853027,2.346100091934204,812.0,2240.25,58.59400000000001,0.22359839187262986,52.543451904108395,0.0,0.23142857142857107,0.8000959652373807
2022-09-09,58.0,3262.050048828125,6.956500053405762,86.79000091552734,7.995999813079834,2.4330999851226807,818.0,2275.75,58.59400000000001,0.14645089312875875,46.37536013361985,-0.8547008547008517,0.2671428571428568,0.31542932989711914
2022-09-12,58.0,3263.362548828125,6.92549991607666,87.77999877929688,8.24899959564209,2.4447999000549316,805.0,2272.5,58.49400000000001,0.08430011778898121,46.37536013361985,-0.8547008547008517,0.20999999999999983,0.08848122181272866
2022-09-13,58.0,3263.800048828125,6.925000190734863,87.30999755859375,8.284000396728516,2.4804000854492188,805.0,2299.5,58.298,0.034615348878656756,46.37536013361985,0.0,0.18285714285714302,-0.012404933477497382
2022-09-14,58.5,3237.5400390625,6.924099922180176,88.4800033569336,9.11400032043457,2.5244998931884766,793.0,2259.25,58.2,0.06372690856681734,53.23232681269949,0.8620689655172376,0.21285714285714313,0.2656329969471827
2022-09-15,58.0,3199.919921875,6.960999965667725,85.0999984741211,8.324000358581543,2.4286999702453613,800.0,2290.75,58.1,0.01736957952025279,46.78918338141865,0.0,0.24857142857142886,0.03704551421662616
2022-09-16,58.0,3126.39990234375,6.993000030517578,85.11000061035156,7.763999938964844,2.4156999588012695,789.0,2264.25,58.1,-0.019171192583632587,46.789183381418646,0.0,0.24857142857142886,-0.05983532092011279
2022-09-19,58.0,3115.60009765625,6.979000091552734,85.7300033569336,7.751999855041504,2.464099884033203,787.0,2235.5,58.1,-0.047599670726887054,46.789183381418646,-0.8547008547008517,0.21285714285714313,-0.09402881521058681
2022-09-20,58.0,3122.409912109375,7.0055999755859375,84.44999694824219,7.7170000076293945,2.4477999210357666,798.0,2228.25,58.1,-0.06934457801772195,46.789183381418646,-1.6615801966768373,0.21285714285714313,-0.09946898876481813
2022-09-21,58.0,3117.179931640625,7.017199993133545,82.94000244140625,7.7789998054504395,2.4865000247955322,798.0,2179.75,58.0,-0.08560225835788345,46.789183381418646,-1.6782505509408407,0.21285714285714313,-0.09265187896747484
2022-09-22,58.0,3108.909912109375,7.047900199890137,83.48999786376953,7.089000225067139,2.515700101852417,798.0,2207.75,58.0,-0.09737318664790733,46.789183381418646,-0.8547008547008517,0.21285714285714313,-0.0814401632351549
2022-09-23,57.48,3088.3701171875,7.076600074768066,78.73999786376953,6.828000068664551,2.382999897003174,802.0,2157.5,57.896,-0.1769382131045546,39.10945953854182,-0.8965517241379395,0.2142857142857148,-0.3876317192323735
2022-09-26,57.5,3051.22998046875,7.127399921417236,76.70999908447266,6.9029998779296875,2.384200096130371,799.0,2126.25,57.79600000000001,-0.23463156292538676,39.52062701397778,-0.8620689655172376,0.18142857142857238,-0.15947083584647448
2022-09-27,57.5,3093.860107421875,7.1479997634887695,78.5,6.651000022888184,2.4930999279022217,802.0,2098.75,57.696000000000005,-0.27725202371322655,39.52062701397777,-0.8620689655172376,0.1807142857142863,-0.05163494392983625
2022-09-28,57.5,3045.070068359375,7.176799774169922,82.1500015258789,6.868000030517578,2.577899932861328,786.0,2114.25,57.596000000000004,-0.3075582074744497,39.52062701397778,-1.7094017094017144,0.14571428571428616,-0.002826175061226399
2022-09-29,57.5,3041.199951171875,7.198999881744385,81.2300033569336,6.874000072479248,2.5076000690460205,783.0,2192.75,57.496,-0.3278558056683286,39.52062701397778,-0.8620689655172376,0.11000000000000044,0.017397973572407355
2022-09-30,57.5,3024.389892578125,7.123899936676025,79.48999786376953,6.765999794006348,2.472599983215332,776.0,2157.25,57.5,-0.34006852850872055,39.52062701397778,-0.8620689655172376,0.11000000000000044,0.024089854961402368
2022-10-03,57.5,3009.3178955078124,7.114999771118164,83.62999725341797,6.46999979019165,2.5129001140594482,770.0,2213.0,57.5,-0.345798217199591,39.52062701397778,-0.8620689655172376,0.11000000000000044,0.024637455987681967
2022-10-04,57.5,3004.293896484375,7.1149001121521,86.5199966430664,6.836999893188477,2.683000087738037,774.0,2347.25,57.5,-0.346375750478073,39.52062701397778,-0.8620689655172376,0.07428571428571473,0.0226217058631889
2022-10-05,57.5,2999.2698974609375,7.114999771118164,87.76000213623047,6.929999828338623,2.6684999465942383,757.0,2359.25,57.5,-0.3429041286390207,39.52062701397778,-0.8620689655172376,0.03857142857142902,0.019740562097424696
2022-10-06,57.5,2994.2458984375,7.114999771118164,88.44999694824219,6.9720001220703125,2.6814000606536865,750.0,2355.0,57.5,-0.3362949141671252,39.52062701397778,-0.8620689655172376,0.03857142857142902,0.01676731582075519
2022-10-07,57.5,2989.2218994140626,7.114999771118164,92.63999938964844,6.748000144958496,2.734600067138672,748.0,2295.75,57.5,-0.32729903348194644,39.52062701397778,0.03479471120391153,0.03857142857142902,0.014026686360230856
2022-10-10,57.5,2974.14990234375,7.114999771118164,91.12999725341797,6.434999942779541,2.62280011177063,750.0,2258.0,57.5,-0.3165327949982416,39.52062701397778,0.0,0.03857142857142902,0.011630366457268226
2022-10-11,58.34,2979.7900390625,7.153600215911865,89.3499984741211,6.5960001945495605,2.6273000240325928,736.0,2245.25,57.668000000000006,-0.18825511011515964,63.14121642231861,1.4608695652174042,0.09857142857142927,0.3277745659099409
2022-10-12,58.0,3025.510009765625,7.164400100708008,87.2699966430664,6.434999942779541,2.6303000450134277,751.0,2312.25,57.76800000000001,-0.13267612628194617,53.95567256267211,0.8695652173912993,0.12285714285714379,0.10912677787603964
2022-10-13,57.75,3016.360107421875,7.174099922180176,89.11000061035156,6.741000175476074,2.703399896621704,753.0,2388.0,57.818000000000005,-0.12215755776573806,48.38222933629454,0.43478260869564966,0.10357142857142929,-0.30842247885383267
2022-10-14,58.0,3071.989990234375,7.16949987411499,85.61000061035156,6.453000068664551,2.6308999061584473,751.0,2337.75,57.918000000000006,-0.07800275554817403,53.5495036083805,0.8695652173912993,0.12000000000000048,-0.133017858529341
2022-10-17,58.48,3084.93994140625,7.190000057220459,85.45999908447266,5.999000072479248,2.593100070953369,755.0,2259.75,58.114,0.02365059871175648,61.515407686148485,1.7043478260869493,0.15428571428571455,0.26901292783334574
2022-10-18,58.0,3080.9599609375,7.195499897003174,82.81999969482422,5.744999885559082,2.550600051879883,752.0,2204.5,58.04600000000001,0.03681009005431455,51.92558095031773,0.8695652173912993,0.1885714285714286,0.09084252881504962
2022-10-19,58.5,3044.3798828125,7.2006001472473145,85.55000305175781,5.461999893188477,2.6521999835968018,758.0,2187.0,58.146,0.11551618288166186,59.08142413076549,1.7391304347825987,0.22428571428571434,0.327878044778924
2022-10-20,57.55,3035.050048828125,7.22730016708374,85.9800033569336,5.357999801635742,2.6477999687194824,757.0,2228.25,58.105999999999995,0.04509535381623022,45.2880948137469,0.08695652173913437,0.29214285714285737,0.07685820632969786
2022-10-21,58.49,3038.929931640625,7.215799808502197,85.05000305175781,4.959000110626221,2.6619999408721924,762.0,2223.5,58.20399999999999,0.11877486763596624,56.18754660730442,1.721739130434785,0.3592857142857149,0.2853629809341327
2022-10-24,58.0,2977.56005859375,7.242800235748291,84.58000183105469,5.198999881744385,2.7302000522613525,757.0,2192.75,58.10799999999999,0.10771203326641375,50.53589141884249,0.8695652173912993,0.394285714285715,0.02653648136920772
2022-10-25,58.7,2976.280029296875,7.261899948120117,85.31999969482422,5.61299991607666,2.9159998893737793,763.0,2228.5,58.248000000000005,0.19399500252896493,57.164548869205014,0.6170723345903406,0.4442857142857152,0.2364223241499923
2022-10-26,58.0,2999.5,7.303800106048584,87.91000366210938,5.605999946594238,2.899399995803833,700.0,2352.5,58.148,0.1632017644672655,49.955131339401014,0.0,0.49428571428571544,-0.01739004236241315
2022-10-27,58.5,2982.89990234375,7.171899795532227,89.08000183105469,5.185999870300293,3.0116000175476074,697.0,2307.25,58.338,0.20584652332268763,54.380788984988826,1.298701298701288,0.5300000000000011,0.19854035700636752
2022-10-28,58.0,2915.929931640625,7.22790002822876,87.9000015258789,5.684000015258789,2.906599998474121,710.0,2210.75,58.239999999999995,0.16828346081108914,49.65210183244475,0.0,0.5657142857142868,-0.04935542116152836
2022-10-31,58.0,2893.47998046875,7.251399993896484,86.52999877929688,6.355000019073486,2.810699939727783,713.0,2229.0,58.239999999999995,0.136934060205435,49.65210183244475,-0.8207934336525224,0.5057142857142866,-0.1462804739428012
2022-11-01,58.0,2969.199951171875,7.301799774169922,88.37000274658203,5.714000225067139,2.5945000648498535,709.0,2259.5,58.1,0.11081057737737458,49.65210183244475,0.0,0.4814285714285721,-0.17263340699488539
2022-11-02,58.0,3003.3701171875,7.276599884033203,90.0,6.26800012588501,2.697200059890747,676.0,2266.5,58.1,0.08907949669320842,49.65210183244476,-0.8547008547008517,0.46357142857142924,-0.16772020624393025
2022-11-03,58.0,2997.81005859375,7.288700103759766,88.16999816894531,5.974999904632568,2.6939001083374023,680.0,2282.25,58.0,0.07103765441042581,49.65210183244476,0.7819287576020795,0.44571428571428634,-0.15046296900545508
2022-11-04,58.0,3070.800048828125,7.30079984664917,92.61000061035156,6.400000095367432,2.734800100326538,678.0,2380.25,58.0,0.05609204237819756,49.652101832444764,-0.8377500427423579,0.4114285714285723,-0.12972473840740095
2022-11-07,58.08,3077.820068359375,7.175099849700928,91.79000091552734,6.943999767303467,2.65310001373291,669.0,2354.5,58.016,0.054735428962358314,50.72159931196125,0.13793103448276334,0.38285714285714384,0.20873405941974865
2022-11-08,57.87,3064.489990234375,7.228799819946289,88.91000366210938,6.138000011444092,2.636699914932251,664.0,2391.25,57.989999999999995,0.024189159400636675,47.84831213987518,-1.413969335604781,0.36214285714285815,0.010036834947241724
2022-11-09,58.0,3048.169921875,7.248199939727783,85.83000183105469,5.864999771118164,2.544600009918213,664.0,2329.75,57.989999999999995,0.017846930771338736,49.74617134491561,0.0,0.3035714285714296,0.24602098539510342
2022-11-10,58.0,3036.1298828125,7.240799903869629,86.47000122070312,6.238999843597412,2.5662999153137207,658.0,2351.5,57.989999999999995,0.012674388755466937,49.74617134491561,-0.8547008547008517,0.2364285714285721,0.32019441190603737
2022-11-11,58.0,3087.2900390625,7.1859002113342285,88.95999908447266,5.879000186920166,2.609600067138672,662.0,2475.0,57.989999999999995,0.008477251633516926,49.74617134491561,0.0,0.20142857142857196,0.3214295034872343
2022-11-14,57.87,3083.39990234375,7.107100009918213,85.87000274658203,5.933000087738037,2.5285000801086426,673.0,2460.75,57.948,-0.012785571677242884,47.58342602806308,-0.22413793103448487,0.16071428571428623,-0.025467913910206308
2022-11-15,57.5,3134.080078125,7.07289981842041,86.91999816894531,6.033999919891357,2.5160999298095703,666.0,2437.0,57.874,-0.08023692707241663,41.988218235634044,-0.8620689655172376,0.13714285714285726,-0.48324704703550414
2022-11-16,57.8,3119.97998046875,7.043000221252441,85.58999633789062,6.199999809265137,2.507999897003174,662.0,2412.5,57.83399999999999,-0.09089709872954883,47.38995480151114,-0.34482758620689724,0.12285714285714278,-0.30840696085626196
2022-11-17,57.8,3115.429931640625,7.087200164794922,81.63999938964844,6.36899995803833,2.454699993133545,662.0,2393.0,57.794,-0.09821921513523556,47.38995480151114,-0.34482758620689724,0.08714285714285706,-0.20884447461418465
2022-11-18,57.5,3097.239990234375,7.156199932098389,80.08000183105469,6.302999973297119,2.420799970626831,663.0,2428.0,57.693999999999996,-0.14420610489349808,42.771074347422825,-0.8620689655172376,0.10857142857142829,-0.4673103234593179
2022-11-21,57.8,3085.0439453125,7.118899822235107,79.7300033569336,6.776000022888184,2.4370999336242676,665.0,2379.5,57.67999999999999,-0.13724280947697534,48.20737008931084,-0.4820936639118423,0.1299999999999995,-0.21238177767238897
2022-11-22,57.8,3088.943115234375,7.1641998291015625,80.94999694824219,6.7789998054504395,2.5404999256134033,663.0,2428.75,57.739999999999995,-0.1302242880076746,48.20737008931084,-0.12096077414895934,0.1299999999999995,-0.08878539278933717
2022-11-23,58.0,3096.906982421875,7.1392998695373535,77.94000244140625,7.308000087738037,2.474400043487549,658.0,2392.0,57.779999999999994,-0.0956567696018665,51.751042167590604,0.0,0.144285714285714,0.2880299821891237
2022-11-24,58.0,3089.31005859375,7.165800094604492,77.11000061035156,7.166000127792358,2.401300072669983,657.0,2379.625,57.82000000000001,-0.06748918052053075,51.751042167590604,0.0,0.144285714285714,0.41599718266311925
2022-11-25,57.8,3101.68994140625,7.150300025939941,76.27999877929688,7.02400016784668,2.328200101852417,656.0,2367.25,57.879999999999995,-0.07222146185210589,47.94642340288275,-0.34482758620689724,0.15285714285714289,0.1123476571603792
2022-11-28,57.8,3078.550048828125,7.170499801635742,77.23999786376953,6.711999893188477,2.3306000232696533,655.0,2362.0,57.879999999999995,-0.0751083913768118,47.94642340288275,-0.12096077414895934,0.13785714285714284,-0.02208602665077608
2022-11-29,57.8,3149.75,7.207099914550781,78.19999694824219,7.235000133514404,2.3320999145507812,655.0,2365.25,57.879999999999995,-0.07651614772480858,47.94642340288275,0.521739130434784,0.12857142857142836,-0.0750738039689054
2022-11-30,57.52,3151.340087890625,7.15939998626709,80.55000305175781,6.929999828338623,2.4184999465942383,655.0,2460.5,57.784000000000006,-0.11538002889945073,42.484956465906166,-0.48442906574392985,0.14857142857142794,-0.4081075488746032
2022-12-01,57.7,3165.469970703125,7.076200008392334,81.22000122070312,6.73799991607666,2.3420000076293945,660.0,2472.25,57.724000000000004,-0.11969357662093033,46.68901681614114,-0.17301038062282892,0.16142857142857078,-0.1890661218928793
2022-12-02,57.69,3156.139892578125,7.043700218200684,79.9800033569336,6.281000137329102,2.280400037765503,672.0,2535.0,57.702,-0.12309450440728649,46.48572528887554,0.33043478260870174,0.1528571428571424,-0.40045225431918496
2022-12-05,57.0,3211.81005859375,7.023900032043457,76.93000030517578,5.577000141143799,2.201900005340576,666.0,2509.0,57.54200000000001,-0.21974250890653027,35.122062544703866,-1.384083044982698,0.17571428571428527,-0.7687054671918386
2022-12-06,57.39,3212.530029296875,6.960899829864502,74.25,5.468999862670898,2.1491000652313232,671.0,2503.5,57.46,-0.23912478608049212,43.52540478209151,-0.7093425605536274,0.18214285714285694,-0.5312903754404843
2022-12-07,57.44,3199.6201171875,6.994900226593018,72.01000213623047,5.7230000495910645,2.077199935913086,656.0,2484.25,57.444,-0.2446892254619546,44.51760719726455,-0.96551724137931,0.1857142857142853,-0.06768507650215899
2022-12-08,57.5,3197.35009765625,6.972599983215332,71.45999908447266,5.961999893188477,2.049099922180176,662.0,2496.5,57.403999999999996,-0.23796312302492043,45.74934444018755,-0.8620689655172376,0.16857142857142854,0.4463066436546249
2022-12-09,57.03,3206.949951171875,6.966300010681152,71.0199966430664,6.244999885559082,2.0560998916625977,667.0,2465.25,57.272000000000006,-0.295154449646731,38.532863552020174,-1.3321799307958404,0.1807142857142858,0.2978208342956161
2022-12-12,56.8,3179.0400390625,6.956600189208984,73.16999816894531,6.586999893188477,2.0810000896453857,670.0,2409.25,57.23199999999999,-0.3686646868164937,35.57549026467089,-1.730103806228378,0.1971428571428575,-0.10817979992357984
2022-12-13,56.55,3176.330078125,6.976500034332275,75.38999938964844,6.934999942779541,2.160900115966797,665.0,2458.25,57.064,-0.45704272155323133,32.64284384441892,-2.1626297577854725,0.20071428571428587,-0.5826182593838345
2022-12-14,55.3,3176.530029296875,6.943399906158447,77.27999877929688,6.429999828338623,2.2444000244140625,670.0,2431.0,56.636,-0.696044391344731,22.60775956359838,-3.859527121001405,0.29000000000000015,-1.0419232419463174
2022-12-15,57.0,3168.64990234375,6.949900150299072,76.11000061035156,6.96999979019165,2.166800022125244,677.0,2383.0,56.536,-0.6381716961667705,46.63535280119852,-1.2131715771230511,0.3971428571428573,-0.816918621908577
2022-12-16,57.0,3167.85791015625,6.9721999168396,74.29000091552734,6.599999904632568,2.1322999000549316,675.0,2388.5,56.529999999999994,-0.5855557962579022,46.63535280119852,-1.1960478419136722,0.3971428571428573,-0.6506059480832671
2022-12-19,55.0,3107.1201171875,6.972099781036377,75.19000244140625,5.85099983215332,2.1775999069213867,671.0,2364.25,56.17,-0.8183127754871286,32.75858262472083,-3.508771929824561,0.5400000000000001,-0.8416047680562525
2022-12-20,56.0,3073.77001953125,6.978600025177002,76.08999633789062,5.326000213623047,2.2228000164031982,670.0,2377.0,56.05999999999999,-0.8515965982134419,42.04445685269201,-2.4220247429865838,0.591428571428572,-0.5250493064037236
2022-12-21,56.0,3068.409912109375,6.9608001708984375,78.29000091552734,5.331999778747559,2.2558000087738037,660.0,2402.0,56.2,-0.8682079102421673,42.04445685269201,-2.506963788300831,0.5785714285714292,-0.34781758969098686
2022-12-22,56.5,3054.429931640625,6.980599880218506,77.48999786376953,4.999000072479248,2.248800039291382,659.0,2421.5,56.1,-0.8008962212420774,46.34144615661737,-1.7391304347826098,0.6135714285714288,0.07448789348158602
2022-12-23,56.5,3045.865966796875,6.982999801635742,79.55999755859375,5.078999996185303,2.3835999965667725,661.0,2413.5,56.0,-0.7390346085175653,46.34144615661737,-0.9293354374890428,0.5642857142857147,0.24047760082658526
2022-12-26,56.26,3065.56298828125,6.988699913024902,79.5374984741211,5.231250047683716,2.3660499453544617,652.75,2411.8125,56.251999999999995,-0.716034981880854,44.50455119793144,-0.9507042253521059,0.553571428571429,-0.03166093715287743
2022-12-27,56.3,3095.570068359375,6.96120023727417,79.52999877929688,5.2820000648498535,2.3601999282836914,650.0,2411.25,56.312,-0.6842530979894748,44.89658784404788,-0.4420866489831976,0.5528571428571435,0.17806974614214943
2022-12-28,55.9,3087.39990234375,6.959000110626221,78.95999908447266,4.709000110626221,2.3629000186920166,741.0,2396.0,56.291999999999994,-0.7081565740688441,41.72246358139465,1.0849909584086825,0.5771428571428575,-0.07050131488644407
2022-12-29,55.0,3073.699951171875,6.97760009765625,78.4000015258789,4.559000015258789,2.370699882507324,742.0,2426.5,55.992,-0.846623609274167,35.62040175028548,-3.508771929824561,0.6078571428571432,-0.48396208395391926
2022-12-30,55.0,3089.260009765625,6.963099956512451,80.26000213623047,4.474999904632568,2.4595000743865967,744.0,2410.25,55.69199999999999,-0.9461950829050256,35.62040175028548,-3.508771929824561,0.5914285714285715,-0.6091085727584393
2023-01-02,55.0,3109.697509765625,6.896900177001953,77.76250076293945,4.109749913215637,2.385775089263916,727.5,2346.5,55.44,-1.0140083036541911,35.62040175028548,0.0,0.5735714285714286,-0.6049313570186121
2023-01-03,55.0,3116.510009765625,6.89709997177124,76.93000030517578,3.98799991607666,2.3612000942230225,722.0,2325.25,55.17999999999999,-1.05604781531063,35.62040175028548,-1.7857142857142905,0.4842857142857144,-0.5482287363051728
2023-01-04,55.0,3123.52001953125,6.914100170135498,72.83999633789062,4.171999931335449,2.259200096130371,723.0,2270.0,55.0,-1.0773205020080783,35.62040175028548,-1.7857142857142905,0.3628571428571427,-0.4751932336219318
2023-01-05,55.0,3155.219970703125,6.887800216674805,73.66999816894531,3.7200000286102295,2.2671000957489014,725.0,2262.75,55.0,-1.0820052042586115,35.62040175028548,-2.6548672566371723,0.3628571428571427,-0.40211568855861235
2023-01-06,56.0,3157.639892578125,6.881499767303467,73.7699966430664,3.7100000381469727,2.2446000576019287,730.0,2285.25,55.2,-0.9299487168753543,48.63999240181724,-0.8849557522123908,0.2914285714285713,-0.01748253934556221
2023-01-09,56.0,3176.080078125,6.837399959564209,74.62999725341797,3.9100000858306885,2.2929000854492188,730.0,2443.25,55.4,-0.8002042697220766,48.63999240181724,-0.4621400639886253,0.2199999999999999,0.14145670709119096
2023-01-10,56.0,3169.510009765625,6.770999908447266,75.12000274658203,3.6389999389648438,2.327699899673462,730.0,2465.0,55.6,-0.6894224163278707,48.639992401817246,-0.5328596802841923,0.2199999999999999,0.19361760726157273
2023-01-11,55.73,3161.840087890625,6.777400016784668,77.41000366210938,3.6710000038146973,2.434499979019165,729.0,2506.25,55.746,-0.633398994667175,45.534654075190886,-0.30411449016100045,0.20357142857142868,-0.1208272615106869
2023-01-12,55.5,3163.449951171875,6.769000053405762,78.38999938964844,3.694999933242798,2.4753000736236572,728.0,2551.0,55.846000000000004,-0.6152204739281549,43.015311354728944,0.9090909090909038,0.2199999999999999,-0.5566613204165489
2023-01-13,55.5,3195.31005859375,6.737800121307373,79.86000061035156,3.4189999103546143,2.5327999591827393,725.0,2602.0,55.746,-0.5940063529411101,43.015311354728944,0.9090909090909038,0.2028571428571426,-0.6843514972038063
2023-01-16,55.73,3227.592041015625,6.7017998695373535,80.10000038146973,3.544249951839447,2.5420249700546265,728.75,2621.6875,55.69200000000001,-0.5376851262585842,46.451387641426685,1.3272727272727325,0.216428571428571,-0.35619279705279294
2023-01-17,55.73,3224.239990234375,6.732500076293945,80.18000030517578,3.5859999656677246,2.545099973678589,730.0,2628.25,55.638,-0.4874267838404912,46.45138764142668,1.3272727272727325,0.18785714285714253,-0.1895648927134883
